#         t          x          y          z         vx         vy         vz
      0.428   -101.653    -38.738    -78.692     22.709    204.885    140.236
      0.429   -101.630    -38.533    -78.552     22.903    204.941    140.376
      0.430   -101.607    -38.328    -78.412     23.097    204.998    140.517
      0.431   -101.584    -38.123    -78.271     23.292    205.054    140.657
      0.432   -101.561    -37.918    -78.130     23.487    205.111    140.798
      0.433   -101.537    -37.713    -77.989     23.682    205.167    140.939
      0.434   -101.513    -37.508    -77.848     23.879    205.222    141.080
      0.435   -101.489    -37.303    -77.707     24.075    205.278    141.221
      0.436   -101.465    -37.097    -77.566     24.272    205.333    141.363
      0.437   -101.441    -36.892    -77.425     24.470    205.388    141.504
      0.438   -101.416    -36.687    -77.283     24.668    205.443    141.646
      0.439   -101.392    -36.481    -77.141     24.867    205.498    141.788
      0.440   -101.367    -36.276    -76.999     25.066    205.553    141.930
      0.441   -101.341    -36.070    -76.857     25.266    205.607    142.072
      0.442   -101.316    -35.864    -76.715     25.467    205.661    142.214
      0.443   -101.291    -35.659    -76.573     25.667    205.715    142.356
      0.444   -101.265    -35.453    -76.431     25.869    205.768    142.499
      0.445   -101.239    -35.247    -76.288     26.071    205.822    142.641
      0.446   -101.213    -35.041    -76.145     26.273    205.875    142.784
      0.447   -101.186    -34.835    -76.002     26.476    205.928    142.927
      0.448   -101.160    -34.630    -75.859     26.679    205.980    143.070
      0.449   -101.133    -34.424    -75.716     26.883    206.033    143.213
      0.450   -101.106    -34.217    -75.573     27.088    206.085    143.357
      0.451   -101.079    -34.011    -75.430     27.293    206.137    143.500
      0.452   -101.051    -33.805    -75.286     27.499    206.188    143.644
      0.453   -101.024    -33.599    -75.142     27.705    206.240    143.788
      0.454   -100.996    -33.393    -74.998     27.911    206.291    143.931
      0.455   -100.968    -33.186    -74.854     28.119    206.342    144.075
      0.456   -100.940    -32.980    -74.710     28.326    206.393    144.220
      0.457   -100.911    -32.774    -74.566     28.535    206.443    144.364
      0.458   -100.883    -32.567    -74.421     28.744    206.493    144.508
      0.459   -100.854    -32.361    -74.277     28.953    206.543    144.653
      0.460   -100.825    -32.154    -74.132     29.163    206.593    144.798
      0.461   -100.795    -31.947    -73.987     29.373    206.642    144.943
      0.462   -100.766    -31.741    -73.842     29.584    206.692    145.088
      0.463   -100.736    -31.534    -73.697     29.796    206.740    145.233
      0.464   -100.706    -31.327    -73.552     30.008    206.789    145.378
      0.465   -100.676    -31.120    -73.406     30.221    206.837    145.523
      0.466   -100.646    -30.914    -73.261     30.434    206.886    145.669
      0.467   -100.615    -30.707    -73.115     30.648    206.933    145.814
      0.468   -100.585    -30.500    -72.969     30.862    206.981    145.960
      0.469   -100.554    -30.293    -72.823     31.077    207.028    146.106
      0.470   -100.522    -30.086    -72.677     31.292    207.075    146.252
      0.471   -100.491    -29.879    -72.531     31.508    207.122    146.398
      0.472   -100.459    -29.671    -72.384     31.725    207.168    146.545
      0.473   -100.428    -29.464    -72.238     31.942    207.214    146.691
      0.474   -100.396    -29.257    -72.091     32.160    207.260    146.838
      0.475   -100.363    -29.050    -71.944     32.378    207.306    146.984
      0.476   -100.331    -28.842    -71.797     32.597    207.351    147.131
      0.477   -100.298    -28.635    -71.650     32.816    207.396    147.278
      0.478   -100.265    -28.428    -71.502     33.036    207.441    147.425
      0.479   -100.232    -28.220    -71.355     33.257    207.485    147.573
      0.480   -100.199    -28.013    -71.207     33.478    207.529    147.720
      0.481   -100.165    -27.805    -71.059     33.700    207.573    147.867
      0.482   -100.131    -27.598    -70.911     33.922    207.617    148.015
      0.483   -100.097    -27.390    -70.763     34.145    207.660    148.163
      0.484   -100.063    -27.182    -70.615     34.368    207.703    148.310
      0.485   -100.028    -26.974    -70.467     34.593    207.745    148.458
      0.486    -99.994    -26.767    -70.318     34.817    207.788    148.606
      0.487    -99.959    -26.559    -70.169     35.042    207.830    148.755
      0.488    -99.924    -26.351    -70.021     35.268    207.871    148.903
      0.489    -99.888    -26.143    -69.872     35.495    207.913    149.051
      0.490    -99.853    -25.935    -69.723     35.721    207.954    149.200
      0.491    -99.817    -25.727    -69.573     35.949    207.994    149.349
      0.492    -99.781    -25.519    -69.424     36.177    208.035    149.497
      0.493    -99.745    -25.311    -69.274     36.406    208.075    149.646
      0.494    -99.708    -25.103    -69.125     36.635    208.114    149.795
      0.495    -99.671    -24.895    -68.975     36.865    208.154    149.944
      0.496    -99.634    -24.687    -68.825     37.096    208.193    150.094
      0.497    -99.597    -24.479    -68.674     37.327    208.231    150.243
      0.498    -99.560    -24.270    -68.524     37.559    208.270    150.393
      0.499    -99.522    -24.062    -68.374     37.791    208.308    150.542
      0.500    -99.484    -23.854    -68.223     38.024    208.345    150.692
      0.501    -99.446    -23.645    -68.072     38.257    208.383    150.842
      0.502    -99.408    -23.437    -67.921     38.492    208.419    150.992
      0.503    -99.369    -23.228    -67.770     38.726    208.456    151.142
      0.504    -99.330    -23.020    -67.619     38.962    208.492    151.292
      0.505    -99.291    -22.812    -67.468     39.198    208.528    151.442
      0.506    -99.252    -22.603    -67.316     39.434    208.564    151.592
      0.507    -99.212    -22.394    -67.165     39.671    208.599    151.743
      0.508    -99.172    -22.186    -67.013     39.909    208.634    151.893
      0.509    -99.132    -21.977    -66.861     40.148    208.668    152.044
      0.510    -99.092    -21.768    -66.709     40.387    208.702    152.195
      0.511    -99.052    -21.560    -66.556     40.626    208.736    152.346
      0.512    -99.011    -21.351    -66.404     40.867    208.769    152.497
      0.513    -98.970    -21.142    -66.251     41.108    208.802    152.648
      0.514    -98.929    -20.933    -66.099     41.349    208.835    152.799
      0.515    -98.887    -20.724    -65.946     41.591    208.867    152.950
      0.516    -98.845    -20.516    -65.793     41.834    208.898    153.102
      0.517    -98.803    -20.307    -65.640     42.078    208.930    153.253
      0.518    -98.761    -20.098    -65.486     42.322    208.961    153.405
      0.519    -98.719    -19.889    -65.333     42.566    208.991    153.556
      0.520    -98.676    -19.680    -65.179     42.812    209.022    153.708
      0.521    -98.633    -19.471    -65.025     43.057    209.051    153.860
      0.522    -98.590    -19.262    -64.871     43.304    209.081    154.012
      0.523    -98.547    -19.053    -64.717     43.551    209.110    154.164
      0.524    -98.503    -18.843    -64.563     43.799    209.138    154.316
      0.525    -98.459    -18.634    -64.409     44.048    209.166    154.468
      0.526    -98.415    -18.425    -64.254     44.297    209.194    154.621
      0.527    -98.370    -18.216    -64.099     44.546    209.221    154.773
      0.528    -98.326    -18.007    -63.945     44.797    209.248    154.926
      0.529    -98.281    -17.797    -63.790     45.048    209.275    155.078
      0.530    -98.236    -17.588    -63.634     45.300    209.301    155.231
      0.531    -98.190    -17.379    -63.479     45.552    209.327    155.384
      0.532    -98.144    -17.169    -63.324     45.805    209.352    155.536
      0.533    -98.099    -16.960    -63.168     46.059    209.376    155.689
      0.534    -98.052    -16.751    -63.012     46.313    209.401    155.842
      0.535    -98.006    -16.541    -62.856     46.568    209.425    155.995
      0.536    -97.959    -16.332    -62.700     46.823    209.448    156.148
      0.537    -97.912    -16.122    -62.544     47.080    209.471    156.302
      0.538    -97.865    -15.913    -62.388     47.336    209.494    156.455
      0.539    -97.818    -15.703    -62.231     47.594    209.516    156.608
      0.540    -97.770    -15.494    -62.074     47.852    209.537    156.762
      0.541    -97.722    -15.284    -61.918     48.111    209.558    156.915
      0.542    -97.674    -15.075    -61.761     48.371    209.579    157.069
      0.543    -97.625    -14.865    -61.604     48.631    209.599    157.223
      0.544    -97.576    -14.656    -61.446     48.892    209.619    157.376
      0.545    -97.527    -14.446    -61.289     49.153    209.638    157.530
      0.546    -97.478    -14.236    -61.131     49.415    209.657    157.684
      0.547    -97.429    -14.027    -60.973     49.678    209.676    157.838
      0.548    -97.379    -13.817    -60.815     49.942    209.693    157.992
      0.549    -97.329    -13.607    -60.657     50.206    209.711    158.146
      0.550    -97.278    -13.398    -60.499     50.471    209.728    158.300
      0.551    -97.228    -13.188    -60.341     50.736    209.744    158.454
      0.552    -97.177    -12.978    -60.182     51.002    209.760    158.608
      0.553    -97.126    -12.768    -60.024     51.269    209.775    158.762
      0.554    -97.074    -12.558    -59.865     51.537    209.790    158.917
      0.555    -97.023    -12.349    -59.706     51.805    209.805    159.071
      0.556    -96.971    -12.139    -59.547     52.074    209.819    159.225
      0.557    -96.918    -11.929    -59.387     52.343    209.832    159.380
      0.558    -96.866    -11.719    -59.228     52.614    209.845    159.534
      0.559    -96.813    -11.509    -59.068     52.885    209.857    159.689
      0.560    -96.760    -11.300    -58.908     53.156    209.869    159.844
      0.561    -96.707    -11.090    -58.749     53.428    209.880    159.998
      0.562    -96.653    -10.880    -58.588     53.701    209.891    160.153
      0.563    -96.600    -10.670    -58.428     53.975    209.901    160.308
      0.564    -96.545    -10.460    -58.268     54.249    209.911    160.462
      0.565    -96.491    -10.250    -58.107     54.524    209.920    160.617
      0.566    -96.436    -10.040    -57.947     54.800    209.929    160.772
      0.567    -96.381     -9.830    -57.786     55.077    209.937    160.927
      0.568    -96.326     -9.620    -57.625     55.354    209.944    161.082
      0.569    -96.271     -9.410    -57.464     55.631    209.951    161.237
      0.570    -96.215     -9.200    -57.302     55.910    209.958    161.392
      0.571    -96.159     -8.990    -57.141     56.189    209.963    161.547
      0.572    -96.103     -8.780    -56.979     56.469    209.969    161.702
      0.573    -96.046     -8.570    -56.817     56.749    209.973    161.857
      0.574    -95.989     -8.360    -56.655     57.031    209.978    162.012
      0.575    -95.932     -8.150    -56.493     57.313    209.981    162.167
      0.576    -95.874     -7.940    -56.331     57.595    209.984    162.322
